0.,0.,1.,0.,1.,0.,-1.,0.,0.,0.,0.,0.5,0
-0.00000236,0.,1.,0.,1.,0.,-1.,0.,-0.00000236,0.00000329,0.,0.50000011,0
-0.00000943,0.,1.,0.,1.,0.,-1.,0.,-0.00000943,0.00001315,0.,0.50000045,0
-0.00002121,0.,1.,0.,1.,0.,-1.,0.,-0.00002121,0.00002957,0.,0.500001,0
-0.00003767,0.,1.,0.,1.,0.,-1.,0.,-0.00003767,0.00005254,0.,0.50000178,0
-0.00005883,0.,1.,0.,1.,0.,-1.,0.,-0.00005883,0.00008204,0.,0.50000278,0
-0.00008465,0.,1.,0.,1.,0.,-1.,0.,-0.00008465,0.00011806,0.,0.500004,0
-0.00011514,0.,0.99999999,0.,1.,0.,-0.99999999,0.,-0.00011514,0.00016058,0.,0.50000544,0
-0.00015029,0.,0.99999999,0.,1.,0.,-0.99999999,0.,-0.00015029,0.0002096,0.,0.5000071,0
-0.00019009,0.,0.99999998,0.,1.,0.,-0.99999998,0.,-0.00019009,0.0002651,0.,0.50000897,0
-0.00023452,0.,0.99999997,0.,1.,0.,-0.99999997,0.,-0.00023452,0.00032706,0.,0.50001106,0
-0.00028357,0.,0.99999996,0.,1.,0.,-0.99999996,0.,-0.00028357,0.00039548,0.,0.50001337,0
-0.00033725,0.,0.99999994,0.,1.,0.,-0.99999994,0.,-0.00033725,0.00047033,0.,0.50001588,0
-0.00039553,0.,0.99999992,0.,1.,0.,-0.99999992,0.,-0.00039553,0.00055162,0.,0.50001861,0
-0.00045842,0.,0.99999989,0.,1.,0.,-0.99999989,0.,-0.00045842,0.00063931,0.,0.50002155,0
-0.00052589,0.,0.99999986,0.,1.,0.,-0.99999986,0.,-0.00052589,0.00073341,0.,0.5000247,0
-0.00059794,0.,0.99999982,0.,1.,0.,-0.99999982,0.,-0.00059794,0.0008339,0.,0.50002805,0
-0.00067456,0.,0.99999977,0.,1.,0.,-0.99999977,0.,-0.00067456,0.00094076,0.,0.50003161,0
-0.00075575,0.,0.99999971,0.,1.,0.,-0.99999971,0.,-0.00075575,0.00105398,0.,0.50003538,0
-0.00084148,0.,0.99999965,0.,1.,0.,-0.99999965,0.,-0.00084148,0.00117356,0.,0.50003934,0
-0.00093176,0.,0.99999957,0.,1.,0.,-0.99999957,0.,-0.00093176,0.00129946,0.,0.5000435,0
-0.00102657,0.,0.99999947,0.,1.,0.,-0.99999947,0.,-0.00102657,0.00143169,0.,0.50004786,0
-0.00112591,0.,0.99999937,0.,1.,0.,-0.99999937,0.,-0.00112591,0.00157023,0.,0.50005241,0
-0.00122975,0.,0.99999924,0.,1.,0.,-0.99999924,0.,-0.00122975,0.00171506,0.,0.50005716,0
-0.00133811,0.,0.9999991,0.,1.,0.,-0.9999991,0.,-0.00133811,0.00186617,0.,0.50006209,0
-0.00145095,0.,0.99999895,0.,1.,0.,-0.99999895,0.,-0.00145095,0.00202356,0.,0.50006721,0
-0.00156829,0.,0.99999877,0.,1.,0.,-0.99999877,0.,-0.00156829,0.0021872,0.,0.50007252,0
-0.00169009,0.,0.99999857,0.,1.,0.,-0.99999857,0.,-0.00169009,0.00235708,0.,0.50007801,0
-0.00181637,0.,0.99999835,0.,1.,0.,-0.99999835,0.,-0.00181637,0.0025332,0.,0.50008368,0
-0.0019471,0.,0.9999981,0.,1.,0.,-0.9999981,0.,-0.0019471,0.00271553,0.,0.50008952,0
-0.00208228,0.,0.99999783,0.,1.,0.,-0.99999783,0.,-0.00208228,0.00290407,0.,0.50009554,0
-0.0022219,0.,0.99999753,0.,1.,0.,-0.99999753,0.,-0.0022219,0.00309879,0.,0.50010173,0
-0.00236595,0.,0.9999972,0.,1.,0.,-0.9999972,0.,-0.00236595,0.0032997,0.,0.50010809,0
-0.00251441,0.,0.99999684,0.,1.,0.,-0.99999684,0.,-0.00251441,0.00350677,0.,0.50011461,0
-0.00266729,0.,0.99999644,0.,1.,0.,-0.99999644,0.,-0.00266729,0.00371999,0.,0.5001213,0
-0.00282457,0.,0.99999601,0.,1.,0.,-0.99999601,0.,-0.00282457,0.00393935,0.,0.50012814,0
-0.00298623,0.,0.99999554,0.,1.,0.,-0.99999554,0.,-0.00298623,0.00416483,0.,0.50013513,0
-0.00315228,0.,0.99999503,0.,1.,0.,-0.99999503,0.,-0.00315228,0.00439643,0.,0.50014228,0
-0.0033227,0.,0.99999448,0.,1.,0.,-0.99999448,0.,-0.0033227,0.00463412,0.,0.50014958,0
-0.00349748,0.,0.99999388,0.,1.,0.,-0.99999388,0.,-0.00349748,0.00487791,0.,0.50015702,0
-0.00367662,0.,0.99999324,0.,1.,0.,-0.99999324,0.,-0.00367662,0.00512776,0.,0.50016461,0
-0.0038601,0.,0.99999255,0.,1.,0.,-0.99999255,0.,-0.0038601,0.00538367,0.,0.50017233,0
-0.00404791,0.,0.99999181,0.,1.,0.,-0.99999181,0.,-0.00404791,0.00564564,0.,0.50018018,0
-0.00424005,0.,0.99999101,0.,1.,0.,-0.99999101,0.,-0.00424005,0.00591363,0.,0.50018817,0
-0.00443651,0.,0.99999016,0.,1.,0.,-0.99999016,0.,-0.00443651,0.00618765,0.,0.50019628,0
-0.00463727,0.,0.99998925,0.,1.,0.,-0.99998925,0.,-0.00463727,0.00646767,0.,0.50020451,0
-0.00484232,0.,0.99998828,0.,1.,0.,-0.99998828,0.,-0.00484232,0.00675369,0.,0.50021286,0
-0.00505166,0.,0.99998724,0.,1.,0.,-0.99998724,0.,-0.00505166,0.00704569,0.,0.50022133,0
-0.00526528,0.,0.99998614,0.,1.,0.,-0.99998614,0.,-0.00526528,0.00734365,0.,0.5002299,0
-0.00548317,0.,0.99998497,0.,1.,0.,-0.99998497,0.,-0.00548317,0.00764758,0.,0.50023858,0
-0.00570531,0.,0.99998372,0.,1.,0.,-0.99998372,0.,-0.00570531,0.00795744,0.,0.50024736,0
-0.00593171,0.,0.99998241,0.,1.,0.,-0.99998241,0.,-0.00593171,0.00827323,0.,0.50025624,0
-0.00616234,0.,0.99998101,0.,1.,0.,-0.99998101,0.,-0.00616234,0.00859494,0.,0.50026521,0
-0.00639721,0.,0.99997954,0.,1.,0.,-0.99997954,0.,-0.00639721,0.00892255,0.,0.50027427,0
-0.00663629,0.,0.99997798,0.,1.,0.,-0.99997798,0.,-0.00663629,0.00925606,0.,0.50028342,0
-0.00687958,0.,0.99997634,0.,1.,0.,-0.99997634,0.,-0.00687958,0.00959543,0.,0.50029264,0
-0.00712708,0.,0.9999746,0.,1.,0.,-0.9999746,0.,-0.00712708,0.00994068,0.,0.50030194,0
-0.00737877,0.,0.99997278,0.,1.,0.,-0.99997278,0.,-0.00737877,0.01029177,0.,0.50031131,0
-0.00763464,0.,0.99997086,0.,1.,0.,-0.99997086,0.,-0.00763464,0.0106487,0.,0.50032074,0
-0.00789468,0.,0.99996884,0.,1.,0.,-0.99996884,0.,-0.00789468,0.01101145,0.,0.50033023,0
-0.00815889,0.,0.99996672,0.,1.,0.,-0.99996672,0.,-0.00815889,0.01138002,0.,0.50033978,0
-0.00842725,0.,0.99996449,0.,1.,0.,-0.99996449,0.,-0.00842725,0.01175438,0.,0.50034938,0
-0.00869975,0.,0.99996216,0.,1.,0.,-0.99996216,0.,-0.00869975,0.01213453,0.,0.50035903,0
-0.00897639,0.,0.99995971,0.,1.,0.,-0.99995971,0.,-0.00897639,0.01252045,0.,0.50036871,0
-0.00925716,0.,0.99995715,0.,1.,0.,-0.99995715,0.,-0.00925716,0.01291212,0.,0.50037843,0
-0.00954204,0.,0.99995447,0.,1.,0.,-0.99995447,0.,-0.00954204,0.01330955,0.,0.50038818,0
-0.00983103,0.,0.99995167,0.,1.,0.,-0.99995167,0.,-0.00983103,0.01371271,0.,0.50039796,0
-0.01012411,0.,0.99994875,0.,1.,0.,-0.99994875,0.,-0.01012411,0.01412158,0.,0.50040775,0
-0.01042128,0.,0.9999457,0.,1.,0.,-0.9999457,0.,-0.01042128,0.01453616,0.,0.50041756,0
-0.01072253,0.,0.99994251,0.,1.,0.,-0.99994251,0.,-0.01072253,0.01495644,0.,0.50042738,0
-0.01102785,0.,0.99993919,0.,1.,0.,-0.99993919,0.,-0.01102785,0.0153824,0.,0.5004372,0
-0.01133723,0.,0.99993573,0.,1.,0.,-0.99993573,0.,-0.01133723,0.01581402,0.,0.50044702,0
