0.48156436,0.00116141,0.24746852,-0.08325958,0.02791358,-0.01142841,-0.04569401,0.0794699,0.08339071,-0.08941892,0.027697,-0.0337252,0
0.48043954,0.00120823,0.24699401,-0.18325958,0.05508498,-0.02283284,-0.09069918,0.1794699,0.09807914,-0.11159299,0.02415154,-0.0376654,0
0.47581818,0.00226515,0.24301232,-0.21213765,0.08136443,-0.0341607,-0.1347404,0.20591947,0.20162472,-0.25237482,0.05278227,-0.10353237,0
0.47581818,0.01493224,0.24953976,-0.21328374,0.18136443,-0.1341607,-0.0347404,0.21226895,0.50162472,0.04762518,0.35278227,0.19646763,0
0.46965,0.02167292,0.24655044,-0.14987,0.28136443,-0.2341607,0.0652596,0.14793425,0.77002626,-0.02465115,0.52119363,0.22418148,0
0.46475588,0.02546526,0.2434754,-0.12517693,0.38136443,-0.3341607,0.1652596,0.12103905,0.94570442,-0.11562017,0.61753525,0.212549,0
0.4603128,0.02822966,0.24035936,-0.10833064,0.48136443,-0.4341607,0.22686077,0.1015102,1.08934154,-0.21325981,0.68914752,0.18693421,0
0.4562539,0.03040827,0.23734011,-0.0934942,0.58136443,-0.5341607,0.25490015,0.08362051,1.21267784,-0.31025898,0.74668667,0.15573219,0
0.45260461,0.03216595,0.23452041,-0.07881206,0.66665027,-0.6341607,0.25928701,0.06554008,1.31914187,-0.40208636,0.79399371,0.1230618,0
0.44941755,0.03357659,0.23198356,-0.06248849,0.73811197,-0.72908911,0.24757707,0.0454841,1.40952622,-0.48537781,0.83271399,0.09143442,0
0.44681735,0.03467204,0.22986186,-0.04252126,0.80019468,-0.80262342,0.22459554,0.02136149,1.48234619,-0.55520315,0.86338333,0.06375971,0
0.4449982,0.03544138,0.2283366,-0.01733446,0.85574251,-0.86064529,0.19339848,-0.00860649,1.53384339,-0.60510642,0.88539111,0.04334587,0
0.44429379,0.03577526,0.2276757,0.01567355,0.90616955,-0.90619818,0.15565257,-0.04736313,1.55550321,-0.62603383,0.8956321,0.03383728,0
0.44530577,0.03541028,0.22833062,0.06112756,0.95225051,-0.94098476,0.11235841,-0.10014224,1.53055228,-0.60307406,0.88708591,0.04039232,0
