1,14,0.37831721638019894
1,19,0.4258856748438484
1,6,0.44380422629230054
1,7,0.45780911184393114
4,2,0.39046717514547225
4,27,0.5672542046434895
5,1,0.24232474232586623
5,7,0.2673117518701239
6,22,0.22693103635386844
6,3,0.24946506848065692
7,6,0.026887165790536495
7,11,0.2331416302688505
7,22,0.2481111487412497
7,3,0.26655447024217754
8,18,0.2793860638863809
8,19,0.2925011224727858
9,2,0.17174175713850456
9,13,0.23067758657464468
9,8,0.3135497937270075
10,7,0.10219099626381448
10,6,0.12120184193376113
10,3,0.2712090603034998
10,22,0.27455070489740313
10,11,0.27571204580095404
11,3,0.10082367189156448
11,28,0.17709525480944022
11,6,0.20936963001533532
12,3,0.18245961089440813
12,22,0.23858034883943025
12,29,0.25157153470748395
13,2,0.07242842179245189
14,29,0.22403250957967175
14,24,0.2259841076495871
14,21,0.2865728508844957
14,3,0.28928306234436885
15,13,0.2211456931571025
15,2,0.28036424373501745
15,26,0.39114215230413557
15,9,0.4499912280206262
16,4,0.23881472588011832
16,8,0.5118458653478859
16,21,0.5505807698092133
17,4,0.05150020953342638
17,16,0.188172161306293
17,13,0.36411322844954225
17,27,0.5582437436570679
18,9,0.0401535107984167
18,2,0.1819935166795955
18,13,0.24763648587954748
19,14,0.0552880179635576
19,11,0.21583687183118838
19,29,0.22297635314062458
20,15,0.10302127732408761
20,13,0.11831149068636598
20,2,0.17858127719186034
20,26,0.2895524588847332
21,8,0.06308963214750352
21,19,0.23216205152363148
21,18,0.2824530233813238
22,11,0.04373245590775126
22,3,0.05767299975543539
23,21,0.20912391880477224
23,8,0.23416666756914423
23,24,0.2766278014451219
23,18,0.4908163702683162
23,28,0.5158621765741511
24,21,0.12935395516176584
24,19,0.18355225637066153
24,8,0.1855086492246375
24,22,0.22543490824264784
25,2,0.1615670348339253
25,13,0.16645752377085285
25,18,0.19654802668070362
25,12,0.4275358024717321
26,25,0.05990970943131819
26,9,0.09943096390774031
26,18,0.13663834967540595
26,2,0.1415713778773541
26,13,0.1724856134725143
27,12,0.09348084802733103
27,3,0.17771910917425712
27,13,0.2045533365015993
27,20,0.20997123258505593
28,3,0.07896407889669209
28,27,0.10113879041345764
28,12,0.1328722540868773
28,22,0.13338895414885127
29,22,0.04875950762360471
29,11,0.07302165867380739
29,3,0.07437995036767142
29,28,0.12841878869405568
29,24,0.17826340983237163
30,4,0.14904857592882567
30,17,0.1823019587671541
30,16,0.3284945593927748
30,2,0.5356866787348308
30,7,1.1118319622770219
