2.691,-0.712,1.145,-0.712,-0.34,-1.516
2.6267,-1.0355,1.8193,-0.6818,-0.5086,-1.6781
2.5818,-1.0224,1.7346,-0.7215,-0.5569,-1.5603
2.5862,-1.017,1.7269,-0.7099,-0.5554,-1.5708
2.5862,-1.017,1.7269,-0.7099,-0.5554,-1.5708
